access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,maximum_vehicle_class,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,street_address,zip,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_pricing,ev_renewable_source,ev_workplace_charging,access_days_time_fr,intersection_directions_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids.station,ev_network_ids.posts
24 hours daily,,,2023-12-29,,Public,311125,2023-09-20,,E,,,West 43rd,888-356-8911,2023-12-29T11:43:36Z,,GPS,49.2326750111046,-123.156004687103,Vancouver,,2110 43rd Ave W,V6M 2E1,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['176578bd-558f-4f82-aaec-a1af0ab20c6c'],"['9d282776-db06-4ee0-9cd7-9d16a1792124', 'cafe0117-d2ec-4880-8d27-6da8394b28fc']"
24 hours daily; for Tesla use only,CREDIT_CARD_ALWAYS,A D Debit M V,2023-10-12,,Public - Credit card at all times,311255,2023-09-21,P,E,False,LD,Pacific Rim Shopping Centre - Tesla Supercharger,877-798-3752,2023-10-12T19:39:16Z,SHOPPING_CENTER,GPS,49.266885,-124.786223,Port Alberni,,3555 Johnston Rd,V9Y 8K2,['TESLA'],8.0,,,Tesla,https://www.tesla.com/supercharger,,,False,24 heures par jour,,Public - Carte de crédit en tout temps,,,
24 hours daily,,,2023-12-29,,Public,311517,2023-09-23,,E,,,Wesgroup Properties - 19600 Langley Bypass-1,888-356-8911,2023-12-29T11:43:38Z,,GPS,49.109292,-122.679508,Langley,,19600 Langley Bypass,V3A 7B1,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['1d456ca9-1c60-4788-907d-d179ff74a8f9'],"['5854062e-92fa-4bfa-9fe3-b58eaa294307', 'ecab12d8-3fb9-4049-8ecc-bac7b62a67a9']"
24 hours daily,,,2023-12-30,,Public,312128,2023-09-30,,E,,,CATHEDRAL PLACE LONDON PLAZA 1,888-758-4389,2023-12-30T01:41:13Z,,GPS,49.171062,-123.138084,Richmond,,5951 No. 3 Road,V6X 3Y6,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13946883'],"['23396233', '23396243']"
24 hours daily,,,2023-12-30,,Public,312129,2023-09-30,,E,,,CATHEDRAL PLACE LONDON PLAZA2,888-758-4389,2023-12-30T01:41:13Z,,GPS,49.171085,-123.13811,Richmond,,5951 No. 3 Road,V6X 3Y6,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13946923'],"['23396283', '23396293']"
24 hours daily,,,2023-12-30,,Public,312130,2023-09-30,,E,,,CATHEDRAL PLACE LONDON PLAZA3,888-758-4389,2023-12-30T01:41:13Z,,GPS,49.17104,-123.13803,Richmond,,5951 No. 3 Road,V6X 3Y6,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13947023'],"['23396413', '23396423']"
24 hours daily,,,2023-12-30,,Public,312131,2023-09-30,,E,,,CATHEDRAL PLACE LONDON PLAZA4,888-758-4389,2023-12-30T01:41:13Z,,GPS,49.171005,-123.13803,Richmond,,5951 No. 3 Road,V6X 3Y6,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13947033'],"['23396433', '23396443']"
24 hours daily,,,2023-12-29,,Public,312141,2023-09-30,,E,,,CRD - Panorama Recreation,888-356-8911,2023-12-29T11:43:39Z,,GPS,48.624266,-123.420304,North Saanich,,1885 Forest Park Drive,V8L 4A3,['J1772'],,,4.0,FLO,https://flo.ca/,,,False,,,Public,,['f0b070d1-07b4-4e24-9de8-93ac814b26b6'],"['10c39ecd-cc22-4bf1-956a-a1457572909a', '3a4039d6-e459-47ad-8749-faae723b74e6', '8e04bd32-cb3b-4656-a9b1-e4925bcbb1d4', 'f85903ed-8bc6-4865-b205-f084a5726417']"
24 hours daily,,,2023-12-30,,Public,312287,2023-10-04,,E,,,CATHEDRAL PLACE LONDON PLAZA5,888-758-4389,2023-12-30T01:41:13Z,,GPS,49.170986,-123.138016,Richmond,,5951 No. 3 Road,V6X 3Y6,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13947043'],"['23396453', '23396463']"
24 hours daily,,,2023-12-29,,Public,312509,2023-10-06,,E,,,City Library P1 - Public,888-356-8911,2023-12-29T11:43:39Z,,GPS,49.3205335,-123.0730685,North Vancouver,,120 14th Street West,V7M 1N9,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['a8861338-dc05-4e4f-9aa1-7069383c91bd'],"['1c4e1e45-c0e3-43f4-ac7b-79e37be6a70b', '4b58578d-fc15-4eee-873a-9bc4c1758601']"
24 hours daily; for Tesla use only,CREDIT_CARD_ALWAYS,A D Debit M V,2023-10-12,,Public - Credit card at all times,312524,2023-09-28,P,E,False,LD,Garden City Shopping Centre - Tesla Supercharger,877-798-3752,2023-10-12T19:39:16Z,PARKING_GARAGE,GPS,49.178659,-123.122845,Richmond,,4660 Garden City Rd,V6X 1C5,['TESLA'],40.0,,,Tesla,https://www.tesla.com/supercharger,$0.32 per kWh,,False,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public - Carte de crédit en tout temps,,,
24 hours daily,,,2023-12-30,,Public,312591,2023-10-07,,E,,,WHISTLER - RMOW LOT 4 UNIT W5,888-758-4389,2023-12-30T01:41:15Z,,GPS,50.119129,-122.95361,Whistler,,4375 Blackcomb Way,V0N 1B4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13949383'],"['23398933', '23398943']"
24 hours daily,,,2023-12-29,,Public,312618,2023-10-07,,E,,,Wesgroup Properties - River Road North,888-356-8911,2023-12-29T11:43:40Z,,GPS,49.151769,-122.984829,Delta,,8600 River Road North,V4G 1B5,['J1772'],,,6.0,FLO,https://flo.ca/,,,False,,,Public,,['7167dff9-5b94-4c83-a411-2e509058d43c'],"['03c610e6-d09c-42cb-8985-66106e15acf6', '05413edd-23bb-4ee3-92ad-800c9e5a4a0f', '0fe10245-ae12-4f72-8de6-98805ef577e7', '27bd1c9c-dbcf-4d25-930a-a3b944b0a1bb', '4a415522-c526-43f3-9aa0-89aaa4d5ca9c', '88cdc60a-58c2-480e-90dc-17a4e1ebb90c']"
Available 24 hours daily,,,2023-10-12,2024-08-25,PLANNED - not yet accessible (Public),312785,,SG,P,False,LD,Royal Columbian Hospital,604-520-4253,2023-10-12T19:39:16Z,HOSPITAL,200-8,49.2266,-122.89227,New Westminster,,330 E Columbia St,V3L 3W7,['J1772'],,,5.0,Non-Networked,,Free; parking fee required,,True,Accessible 24 heures par jour,,PRÉVU - pas encore accessible (Public),Gratuit; frais de stationnement requis,,
Available 24 hours daily,,,2023-10-12,,Public,312786,2023-08-25,SG,E,False,LD,Abbotsford Regional Hospital and Cancer Centre,604-851-4700,2023-10-12T19:39:16Z,HOSPITAL,200-8,49.03686421415104,-122.3125066772461,Abbotsford,,32900 Marshall Rd,V2S 0C2,['J1772'],,,3.0,Non-Networked,,Free; parking fee required,,True,Accessible 24 heures par jour,,Public,Gratuit; frais de stationnement requis,,
Available 24 hours daily,,,2023-10-12,,Public,312788,2023-08-25,SG,E,False,LD,Langley Memorial Hospital,604-514-6000,2023-10-12T19:39:16Z,HOSPITAL,200-8,49.09474,-122.61237,Langley,,22051 Fraser Hwy,V3A 4H4,['J1772'],,,2.0,Non-Networked,,Free; parking fee required,,True,Accessible 24 heures par jour,,Public,Gratuit; frais de stationnement requis,,
24 hours daily,,,2023-12-30,,Public,312976,2023-10-12,,E,,,COMMA FRASER STATION 1,888-758-4389,2023-12-30T01:40:20Z,,GPS,49.253879,-123.090305,Vancouver,,695 E 19th Ave,V5V 0J1,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL5014013'],"['5406133', '5406143']"
24 hours daily,,,2023-12-30,,Public,312977,2023-10-12,,E,,,COMMA FRASER STATION 2,888-758-4389,2023-12-30T01:40:20Z,,GPS,49.253845,-123.090313,Vancouver,,695 E 19th Ave,V5V 0J1,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL5014033'],"['5406163', '5406173']"
24 hours daily,,A D Debit M V,2023-11-09,,Public,313524,2023-06-21,P,E,False,,SWTCH Energy,844-798-2438,2023-11-09T17:05:28Z,REC_SPORTS_FACILITY,GPS,49.1264437582092,-122.321139698148,Mission,,32670 Dyke Rd,V0M 1H0,['J1772COMBO'],2.0,,,SWTCH,https://swtchenergy.com/,"$30 per hour for public, $10 per hour for internal user",,False,24 heures par jour,,Public,"30 $ par h pour le public, 10 $ par h pour l'utilisateur interne",,
24 hours daily,,A D Debit M V,2023-11-09,,Public,313550,2023-10-05,P,E,False,,SWTCH Energy,844-798-2438,2023-11-09T17:05:28Z,HOTEL,GPS,49.1184781672529,-122.736786174441,Surrey,,17530 64 Ave,V3S 1Y9,['J1772'],,,4.0,SWTCH,https://swtchenergy.com/,$2 per hour,,False,24 heures par jour,,Public,2 $ par heure,,
24 hours daily,,A D Debit M V,2023-11-09,,Public,313554,2023-10-05,P,E,False,,SWTCH Energy,844-798-2438,2023-11-09T17:05:28Z,FLEET_GARAGE,GPS,49.2726278741491,-123.095713974432,Vancouver,,333 Terminal Ave,V6A 4C1,['J1772'],,,2.0,SWTCH,https://swtchenergy.com/,Free,,False,24 heures par jour,,Public,Gratuit,,
24 hours daily,,A D Debit M V,2023-11-09,,Public,313555,2023-08-15,P,E,False,,SWTCH Energy,844-798-2438,2023-11-09T17:05:28Z,HOTEL,GPS,49.2740172705173,-123.126650530252,Vancouver,,1388 Richards St,V6B 3G6,['J1772'],,,3.0,SWTCH,https://swtchenergy.com/,"$2.00 per hour, idle fee, 15 min grace period, $3.00 per hour thereafter",,False,24 heures par jour,,Public,"2,00 $ par heure, flânerie basée sur le statut, délai de grâce de 15 minutes, 3,00 $ par h par la suite",,
24 hours daily,,A D Debit M V,2023-11-09,,Public,313557,2023-09-18,P,E,False,,SWTCH Energy,844-798-2438,2023-11-09T17:05:28Z,MULTI_UNIT_DWELLING,GPS,49.2783573600084,-123.121925972581,Vancouver,,1010 Seymour St,V6B 0G1,['J1772'],,,4.0,SWTCH,https://swtchenergy.com/,"$2.00 per hour, idle fee",,False,24 heures par jour,,Public,"2,00 $ par heure, flânerie basée sur le statut",,
24 hours daily,,A D Debit M V,2023-11-09,,Public,313559,2023-08-21,P,E,False,,SWTCH Energy,844-798-2438,2023-11-09T17:05:28Z,MULTI_UNIT_DWELLING,GPS,49.7265881881909,-123.156509205092,Squamish,,1111 Pioneer Way,V8B 0M8,['J1772'],,,25.0,SWTCH,https://swtchenergy.com/,"$1.50 per hour, prorated based on kWh",,False,24 heures par jour,,Public,"1,50 $ par heure, au prorata en fonction du kWh",,
24 hours daily,,A D Debit M V,2023-11-09,,Public,313561,2023-08-14,P,E,False,,SWTCH Energy,844-798-2438,2023-11-09T17:05:28Z,HOTEL,GPS,49.2765660651322,-123.129597847447,Vancouver,,1333 Howe St,V6Z 0G9,['J1772'],,,2.0,SWTCH,https://swtchenergy.com/,"$2 per hour for 3 hours, $3 per hour after",,False,24 heures par jour,,Public,"2 $ par heure pendant 3 h, 3 $ par h après",,
24 hours daily,,A D Debit M V,2023-11-09,,Public,313566,2023-08-18,P,E,False,,SWTCH Energy,844-798-2438,2023-11-09T17:05:28Z,MULTI_UNIT_DWELLING,GPS,49.8854836014982,-119.543879059052,Kelowna,,1530 Westside Rd W,V1Z 3R5,['J1772'],,,20.0,SWTCH,https://swtchenergy.com/,$1.25 per hour,,True,24 heures par jour,,Public,"1,25 $ par heure",,
24 hours daily,,A D Debit M V,2023-11-09,,Public,313568,2023-09-18,P,E,False,,SWTCH Energy,844-798-2438,2023-11-09T17:05:28Z,MULTI_UNIT_DWELLING,GPS,50.6527339175556,-120.364572076176,Kamloops,,1801 Princeton Kamloops Hwy,V2E 2J7,['J1772'],,,2.0,SWTCH,https://swtchenergy.com/,"$1.50 per hour, idle fee, 15 min grace period, $3.00 per hour thereafter",,False,24 heures par jour,,Public,"1,50 $ par heure, flânerie basée sur le statut, 15 minutes de grâce, 3,00 $ par heure par la suite",,
24 hours daily,,A D Debit M V,2023-11-09,,Public,313569,2023-08-29,P,E,False,,SWTCH Energy,844-798-2438,2023-11-09T17:05:28Z,FLEET_GARAGE,GPS,49.1762587647783,-122.705095403248,Surrey,,18688 96 Ave,V4N 3P9,['J1772COMBO'],2.0,,,SWTCH,https://swtchenergy.com/,Free,,True,24 heures par jour,,Public,Gratuit,,
24 hours daily,,A D Debit M V,2023-11-09,,Public,313571,2023-07-06,P,E,False,,SWTCH Energy,844-798-2438,2023-11-09T17:05:28Z,PARKING_LOT,GPS,49.2108993960458,-122.689173932082,Pitt Meadows,,19265 Airport Way,V3Y 2M5,['J1772'],,,2.0,SWTCH,https://swtchenergy.com/,"$2.50 per hour, idle fee, 15 minute grace period, $3 thereafter",,False,24 heures par jour,,Public,"2,50 $ par h, flânerie basée sur le statut, 15 minutes de grâce, 3 $ par h par la suite",,
24 hours daily,,A D Debit M V,2023-11-09,,Public,313572,2023-08-14,P,E,False,,SWTCH Energy,844-798-2438,2023-11-09T17:05:28Z,MULTI_UNIT_DWELLING,GPS,49.1400784554744,-122.670089560922,Langley Twp,,19935 75a Ave,V2Y 4L6,['J1772'],,,1.0,SWTCH,https://swtchenergy.com/,"$1 per hour, prorated based on kWh",,False,24 heures par jour,,Public,"1 $ par heure, au prorata en fonction du kWh",,
24 hours daily,,A D Debit M V,2023-11-09,,Public,313573,2023-08-14,P,E,False,,SWTCH Energy,844-798-2438,2023-11-09T17:05:28Z,MULTI_UNIT_DWELLING,GPS,49.1332031696955,-122.670411489758,Langley,,199A St,V2Y 3G1,['J1772'],,,1.0,SWTCH,https://swtchenergy.com/,"$1 per hour, prorated based on kWh",,False,24 heures par jour,,Public,"1 $ par heure, au prorata en fonction du kWh",,
24 hours daily,,A D Debit M V,2023-11-09,,Public,313589,2023-09-11,P,E,False,,SWTCH Energy,844-798-2438,2023-11-09T17:05:28Z,MULTI_UNIT_DWELLING,GPS,49.093418205782,-122.609461603323,Langley,,5020 221A St,V2V 0V5,['J1772'],,,10.0,SWTCH,https://swtchenergy.com/,$1 per hour,,False,24 heures par jour,,Public,1 $ par heure,,
24 hours daily,,A D Debit M V,2023-11-09,,Public,313591,2023-08-29,P,E,False,,SWTCH Energy,844-798-2438,2023-11-09T17:05:28Z,FLEET_GARAGE,GPS,50.670609166185,-120.328004901383,Kamloops,,561 Columbia St,V2C 6M6,['J1772'],,,4.0,SWTCH,https://swtchenergy.com/,Free,,False,24 heures par jour,,Public,Gratuit,,
24 hours daily,,A D Debit M V,2023-11-09,,Public,313596,2023-09-05,P,E,False,,SWTCH Energy,844-798-2438,2023-11-09T17:05:28Z,MULTI_UNIT_DWELLING,GPS,49.1761822065494,-123.142807003319,Richmond,,7771 Alderbridge Way,V6X 2A4,['J1772'],,,6.0,SWTCH,https://swtchenergy.com/,$2 per hour,,False,24 heures par jour,,Public,2 $ par heure,,
24 hours daily,,A D Debit M V,2023-11-09,,Public,313608,2023-09-26,P,E,False,,Swtch Energy,844-798-2438,2023-11-09T17:05:28Z,SHOPPING_CENTER,GPS,48.4298315510194,-123.362736074435,Victoria,,780 Fisgard St,V8W 0E1,['J1772'],,,4.0,SWTCH,https://swtchenergy.com/,,,False,24 heures par jour,,Public,,,
24 hours daily,,,2023-12-30,,Public,313802,2023-10-17,,E,,,LOT 4 LOT 4 UNIT W3,888-758-4389,2023-12-30T01:41:14Z,,GPS,50.118988,-122.95357,Whistler,,4375 Blackcomb Way,V0N 1B4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13949343'],"['23398853', '23398863']"
24 hours daily,,,2023-12-30,,Public,313803,2023-10-17,,E,,,WHISTLER - RMOW LOT 4 UNIT W1,888-758-4389,2023-12-30T01:41:14Z,,GPS,50.118821,-122.953514,Whistler,,4365 Blackcomb Way,V0N 1B4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13949353'],"['23398873', '23398883']"
24 hours daily,,,2023-12-30,,Public,313804,2023-10-17,,E,,,WHISTLER - RMOW LOT 4 UNIT W2,888-758-4389,2023-12-30T01:41:14Z,,GPS,50.118941,-122.953542,Whistler,,4365 Blackcomb Way,V0N 1B4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13949363'],"['23398893', '23398903']"
24 hours daily,,,2023-12-30,,Public,313805,2023-10-17,,E,,,WHISTLER - RMOW LOT 4 UNIT W4,888-758-4389,2023-12-30T01:41:15Z,,GPS,50.119086,-122.953606,Whistler,,4375 Blackcomb Way,V0N 1B4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13949373'],"['23398913', '23398923']"
24 hours daily,,,2023-12-29,,Public,313814,2023-10-17,,E,,,Cadillac Fairview - Pacific Centre Pender Place 2,888-356-8911,2023-12-29T11:43:23Z,,GPS,49.2850305996608,-123.115914870466,Vancouver,,750W Pender Street,V6C 1G8,['J1772'],,,12.0,FLO,https://flo.ca/,,,False,,,Public,,['fafdb2cd-76c6-4394-b198-c1cd4253c851'],"['09b00c2d-8926-4cc5-b9c5-2b32aa72a5e0', '2464a660-709e-4d54-a7db-954e77a902f1', '42275453-ec70-4077-9f63-2d53fae1cdbf', '5a2caf06-9124-4f99-966d-2fc17efa6219', '76ba39eb-906d-4c2f-b33a-b3877e0cf118', '96d93a44-887d-42e4-9dae-47d0f4226e0f', 'bb3fa89c-0fcb-4377-9daf-e64f3508aed8', 'bf2c4be7-e315-4b2f-aa43-04d3d775c597', 'c2062716-0ee6-4905-a11e-095e14c5354f', 'c68b2711-cee5-47f4-b820-7f065e6d9a40', 'e4d11d4b-d21b-4c6d-9675-36768303e94f', 'ed4e0ce0-c1e4-418e-824d-d3f62bf1a70e']"
24 hours daily,,,2023-12-29,,Public,313816,2023-10-17,,E,,,Sterling BCS2224,888-356-8911,2023-12-29T11:43:42Z,,GPS,49.039917,-122.301222,Abbotsford,,33338 Mayfair Ave,V2S 0A4,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['68eb2cc1-9eb3-4ba9-9edc-7705983ffe5a'],"['bb351466-2d81-42b3-8aeb-cedf5a14516c', 'f224d371-c067-4cc4-814c-06c79ca6189c']"
24 hours daily,,,2023-12-29,,Public,314093,2023-10-18,,E,,,Wesgroup Properties - 290 E. Columbia Street-1,888-356-8911,2023-12-29T11:43:42Z,,GPS,49.224875,-122.891812,New Westminster,,290 E Columbia St,V3L 0E3,['J1772'],,,4.0,FLO,https://flo.ca/,,,False,,,Public,,['3844909c-c470-4507-bb24-5261837cbe1b'],"['3dab73c8-e7ee-487f-892b-0626ee974a84', '6d82f811-e042-4689-8876-959d49e8f9a6', 'aabc4b4c-da2a-481e-b19d-9d6bd5f21a72', 'c8507918-fc0e-494a-b313-37372123c35e']"
24 hours daily,,,2023-12-29,,Public,314095,2023-10-18,,E,,,Wesgroup Properties - 200 E. Columbia Street,888-356-8911,2023-12-29T11:43:42Z,,GPS,49.22379,-122.892529,New Westminster,,200 E Columbia St,V3L 0E3,['J1772'],,,4.0,FLO,https://flo.ca/,,,False,,,Public,,['c4ffd98f-154b-4011-bf93-c228339146bd'],"['2332c50d-f346-4565-a12d-1f9b00dd2ccd', '871a661e-e81e-46c0-8827-4915db37366b', 'b8d26a65-319b-4eee-9a9c-faef05625224', 'bc8d0bcc-424b-4e80-ae1f-477b466bada3']"
24 hours daily,,,2023-12-29,,Public,314552,2023-10-20,,E,,,Honda Vernon - Fast Charger,888-356-8911,2023-12-29T11:43:42Z,,GPS,50.300696,-119.251129,Vernon,,6425 BC-97,V1B 3R4,"['CHADEMO', 'J1772COMBO']",1.0,,,FLO,https://flo.ca/,,,False,,,Public,,['b5cd54c0-6983-4ea9-976e-18490fa0f7c5'],['345f7b63-4435-4042-9190-27599ccc238c']
24 hours daily,,,2023-12-30,,Public,314728,2023-10-21,,E,,,CRANBROOKTOYOTA PUBLIC,888-758-4389,2023-12-30T01:41:06Z,,GPS,49.533701,-115.746905,Cranbrook,,2401 22 St N,V1C 7B8,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13938793'],"['23387423', '23387433']"
24 hours daily,,,2023-12-30,,Public,314730,2023-10-21,,E,,,CRANBROOKTOYOTA DELIVERY POD,888-758-4389,2023-12-30T01:41:16Z,,GPS,49.533627,-115.746747,Cranbrook,,2401 22 St N,V1C 7B8,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13954153'],['23404153']
24 hours daily,,,2023-12-29,,Public,314741,2023-10-21,,E,,,Stang Enterprises,888-356-8911,2023-12-29T11:43:43Z,,GPS,49.511597,-115.76241,Cranbrook,,13 14th Avenue South,V1C 2W9,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['c929954a-21a0-409a-b5f9-ff77d54cf04a'],"['2e74ef7e-d900-49be-b5fb-5e5466f85e51', 'b9827456-bc6a-4225-baae-91c95b0a9c6a']"
24 hours daily,,,2023-12-29,,Public,315734,2023-10-24,,E,,,Openroad Honda - Burnaby,888-356-8911,2023-12-29T11:43:35Z,,GPS,49.1655687450237,-122.797948069282,Burnaby,,5723 Marine Way,V5J 0A6,['J1772'],,,9.0,FLO,https://flo.ca/,,,False,,,Public,,['c9e9c6a0-e5a3-4f7e-bbe3-f8f734d5f3c8'],"['0b72955f-67c9-40ee-bd5f-4d609a6d6141', '0d764085-c175-40d1-b534-674eb685c62f', '0d90bb5c-64e7-4e24-93a2-d27094223e94', '19cec7b5-ab84-47c2-aa56-dd7bf243790b', '1a078237-816a-4d66-8c26-b734d7d3499f', 'bdc0fd26-9394-41a7-a678-d1f16a7b2b90', 'f10e78f6-aabc-4c8e-956a-65e50784babe', 'f3c84f57-1f0e-43e1-8164-e591c99ff0f1', 'f63fee77-53db-4220-b954-9da0081cfb2c']"
,,,2023-12-29,,Public,315809,2023-10-25,,E,,,15652 Hwy 37 N,866-816-7584,2023-12-29T11:31:16Z,,GPS,56.099671,-129.306052,Meziadin Junction,,15652 Hwy 37 N,V0T 1W0,['J1772'],,,2.0,EV Connect,http://evconnect.com/,,,False,,,Public,,['e371c4f0-5c1a-4e1b-bd0f-d395fe167b7e'],"['652d4de141e7d57bf4dbbacf', '652d4f1341e7d57bf4dbbae6']"
24 hours daily,,,2023-12-29,,Public,315851,2023-10-26,,E,,,Boulder Creek Rest Area,888-356-8911,2023-12-29T11:42:11Z,,GPS,55.072089,-128.203758,Kitwanga,,Stewart-Cassiar Hwy,V0J 2A0,"['CHADEMO', 'J1772', 'J1772COMBO']",2.0,,1.0,FLO,https://flo.ca/,,,False,,,Public,,['fe84522e-5530-4794-a39c-271d30cbdf72'],"['15b78849-ea63-4df8-b6ea-a80d12ced376', '191685fe-1903-4057-892b-0d85dac4b23b', '82d0f6aa-13d5-423b-8b20-b416e3dd4d8c']"
24 hours daily,,,2023-12-29,,Public,315896,2023-10-26,,E,,,Health Sciences Centre P1-3,888-356-8911,2023-12-29T11:40:51Z,,GPS,49.2520947966656,-123.003430993844,Burnaby,,3700 Willingdon Ave,V5G 3H2,['J1772'],,,10.0,FLO,https://flo.ca/,,,False,,,Public,,['adb8c21f-e46b-4e0a-830e-4f72ede722f0'],"['29d93a73-d379-4fdd-9a15-60bd610afbe9', '2b4dc913-8a7a-45bc-a167-386ee7f5314c', '3ca619e8-fa9d-47c0-96e0-1ee17c1dc975', '69384d91-f9e8-4fde-8937-b83dc64d7d50', '695f75ec-789e-415c-b32d-ac7b49e4dfe3', '92fe5c36-97a2-4c03-8e8a-992e3ef6474f', '940bb6d3-f3c3-4909-b14f-9d4a968ee07b', 'b42f64fa-d601-4605-8f90-d528f0708ced', 'd20188fc-1700-4c2f-ad85-bbe50bb1eb5f', 'fec6f212-85a3-4180-ab4e-be72b07b1838']"
24 hours daily,,,2023-12-29,,Public,315897,2023-10-26,,E,,,Health Sciences Centre P1-6,888-356-8911,2023-12-29T11:40:52Z,,GPS,49.2520947966656,-123.003430993844,Burnaby,,3700 Willingdon Ave,V5G 3H2,['J1772'],,,8.0,FLO,https://flo.ca/,,,False,,,Public,,['25313cb2-11de-4fe4-ad23-518034d26f4c'],"['08d682dc-eaaf-430a-a91f-f4708bfd001c', '3e3b11d1-fa0e-48c0-8d5f-701fd905b4e9', '577cc37d-25a4-4097-995c-785d2fbd2a8f', '59a31ac5-bbd2-47c0-b66e-ce8b560d55b3', 'ad323a36-a29a-431b-aeeb-fe2edbaed0c3', 'b4d4575a-ed99-48de-90de-3d5f02dd5f8a', 'bb357d87-2e4f-4a2a-bbe1-88a915cf1947', 'e147e0da-4c33-4cd4-a355-4d7f4c3c486a']"
24 hours daily,,,2023-12-29,,Public,315906,2023-10-26,,E,,,FortisBC - Kelowna Airport,888-356-8911,2023-12-29T11:41:06Z,,GPS,49.950502,-119.384625,Kelowna,,1-5540 Airport Way,V1V 1S1,"['CHADEMO', 'J1772COMBO']",2.0,,,FLO,https://flo.ca/,,,False,,,Public,,['4e527b20-7c22-4bf4-8e5d-df02f223c234'],"['57cb258e-1e5c-45fd-bf61-bb23145eaf4e', 'cfabc239-3ba5-4a47-9981-5e031a8095a7']"
24 hours daily,,,2023-12-29,,Public,315917,2023-10-26,,E,,,Health Sciences Centre P1-4,888-356-8911,2023-12-29T11:41:27Z,,GPS,49.2520947966656,-123.003430993844,Burnaby,,3700 Willingdon Ave,V5G 3H2,['J1772'],,,11.0,FLO,https://flo.ca/,,,False,,,Public,,['c01f166b-3986-4a8a-b641-7b578f6da553'],"['112c790e-6d83-4c02-abd6-981de86cac10', '121ce8e1-5505-45fe-a094-cb6dcddfad17', '201b4301-b295-4a03-a030-bcc23adc0060', '235ab4c9-46a1-4d54-a385-7455007091dd', '5cee115c-f313-4a09-a20c-7e41f30088c6', '6ca49404-7aa7-4c75-82aa-b2d3ecdb0400', '83b43a04-cfe6-4d87-b2e2-d87619f1eedb', '8a9ddd86-4e97-418b-af6c-6676022f78c7', 'aa6e9919-6188-4a75-aa93-bfea85c647f7', 'bd88d43d-257b-4a95-ad83-a5ecb2a20e59', 'ded40462-4dd2-42a4-a8d6-8d7e89099869']"
24 hours daily,,,2023-12-29,,Public,315919,2023-10-26,,E,,,FortisBC - Salmo Village Office,888-356-8911,2023-12-29T11:41:34Z,,GPS,49.193332,-117.278734,Salmo,,423 Davies St.,V0G 1Z0,"['CHADEMO', 'J1772COMBO']",1.0,,,FLO,https://flo.ca/,,,False,,,Public,,['d7e5bdd1-d231-48f6-985f-a6dfa3e12002'],['1e3623cc-c025-4e33-a8f7-92edfdd14f76']
24 hours daily,,,2023-12-29,,Public,315926,2023-10-26,,E,,,Brian McLean Chevrolet Ltd - MAX,888-356-8911,2023-12-29T11:41:39Z,,GPS,49.680129,-124.984941,Courtenay,,2145 Cliffe Avenue,V9N 2L5,['J1772'],,,4.0,FLO,https://flo.ca/,,,False,,,Public,,['4a6d472b-013d-4cdf-acb1-db094c37eb13'],"['3844f42c-18be-4e7a-8cc1-e77d7985673b', 'a0878a35-973a-43d1-8003-840c61964949', 'bfd94f33-7f1f-48fb-9f27-b004ab5a397f', 'd0b56b20-54fd-4901-99f7-8d8bf1fec306']"
